Item,Total Price,Unit Price,Date
Scroll for Cape for LUK 60%,"888,000","888,000",2025-06-28
Scroll for Cape for LUK 60%,"888,888","888,888",2025-06-28
Scroll for Cape for LUK 60%,"3,600,000","900,000",2025-06-28
Scroll for Cape for LUK 60%,"959,999","959,999",2025-06-28
Scroll for Cape for LUK 60%,"959,999","959,999",2025-06-28
Scroll for Cape for LUK 60%,"969,999","969,999",2025-06-28
Scroll for Cape for LUK 60%,"969,999","969,999",2025-06-28
Scroll for Cape for LUK 60%,"5,933,328","988,888",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,000","990,000",2025-06-28
Scroll for Cape for LUK 60%,"990,490","990,490",2025-06-28
Scroll for Cape for LUK 60%,"990,490","990,490",2025-06-28
Scroll for Cape for LUK 60%,"3,963,616","990,904",2025-06-28
Scroll for Cape for LUK 60%,"990,904","990,904",2025-06-28
Scroll for Cape for LUK 60%,"990,904","990,904",2025-06-28
Scroll for Cape for LUK 60%,"1,999,998","999,999",2025-06-28
Scroll for Cape for Magic Def 10%,"99,999","99,999",2025-06:30
Scroll for Cape for Magic Def 10%,"99,999","99,999",2025-06:30
Scroll for Cape for Magic Def 10%,"299,997","99,999",2025-07-05
Scroll for Cape for Magic Def 10%,"99,900","99,900",2025-06-29
Scroll for Cape for Magic Def 10%,"99,900","99,900",2025-06-29
Scroll for Cape for Magic Def 10%,"199,998","99,999",2025-06-29
Scroll for Cape for Magic Def 10%,"199,998","99,999",2025-06-29
Scroll for Cape for Magic Def 10%,"10,000","10,000",2025-06-28
Scroll for Cape for Magic Def 10%,"10,000","10,000",2025-06-28
Scroll for Cape for Magic Def 60%,"69,999","69,999",2025-06:30
Scroll for Cape for Magic Def 60%,"69,999","69,999",2025-06:30
Scroll for Cape for Magic Def 60%,"10,000","10,000",2025-07-15
Scroll for Cape for Magic Def 60%,"10,000","10,000",2025-07-15
Scroll for Cape for Magic Def 60%,"55,555","55,555",2025-07-13
Scroll for Cape for Magic Def 60%,"100,000","50,000",2025-07-05
Scroll for Cape for Magic Def 60%,"100,000","50,000",2025-07-05
Scroll for Cape for Magic Def 60%,"75,999","75,999",2025-07-05
Scroll for Cape for Magic Def 60%,"75,999","75,999",2025-07-05
Scroll for Cape for Magic Def 60%,"2,504,424","108,888",2025-07-03
Scroll for Cape for Magic Def 60%,"55,555","55,555",2025-06-30
Scroll for Cape for Magic Def 60%,"55,555","55,555",2025-06-30
Scroll for Cape for Magic Def 60%,"39,999","39,999",2025-06-29
Scroll for Cape for Magic Def 60%,"39,999","39,999",2025-06-29
Scroll for Cape for Magic Def 60%,"39,999","39,999",2025-06-29
Scroll for Cape for Magic Def 60%,"111,110","55,555",2025-06-29
Scroll for Cape for Magic Def 60%,"111,110","55,555",2025-06-29
Scroll for Cape for Magic Def 60%,"111,110","55,555",2025-06-29
Scroll for Cape for Magic Def 60%,"129,630","43,210",2025-06-28
Scroll for Cape for Magic Def 60%,"129,630","43,210",2025-06-28
Scroll for Cape for Magic Def 60%,"55,555","55,555",2025-06-28
Scroll for Cape for Magic Def 60%,"55,555","55,555",2025-06-28
Scroll for Cape for Magic Def 60%,"100,000","100,000",2025-06-28
Scroll for Cape for Magic Def 60%,"100,000","100,000",2025-06-28
Scroll for Cape for Magic Def 60%,"3,200,000","800,000",2025-06-28
Scroll for Cape for Magic Def 60%,"3,200,000","800,000",2025-06-28
Scroll for Cape for Magic Def 60%,"17,999,999","17,999,999",2025-06-28
Scroll for Cape for Magic Def 60%,"17,999,999","17,999,999",2025-06-28
Scroll for Cape for MP 10%,"49,999","49,999",2025-07-13
Scroll for Cape for MP 10%,"50,000","50,000",2025-07-03
Scroll for Cape for MP 10%,"10,000","10,000",2025-06-28
Scroll for Cape for MP 10%,"10,000","10,000",2025-06-28
Scroll for Cape for MP 100%,"16,000,000","15,000,000",2025-07-06
Scroll for Cape for MP 100%,"16,000,000","16,000,000",2025-07-06
Scroll for Cape for MP 100%,"16,000,000","16,000,000",2025-07-06
Scroll for Cape for MP 100%,"12,000,000","12,000,000",2025-06-29
Scroll for Cape for MP 100%,"12,000,000","12,000,000",2025-06-29
Scroll for Cape for MP 60%,"55,555","55,555",2025-07-13
Scroll for Cape for MP 60%,"66,666","66,666",2025-07-13
Scroll for Cape for MP 60%,"359,592","89,898",2025-07-07
Scroll for Cape for MP 60%,"6,466,602","66,666",2025-07-06
Scroll for Cape for MP 60%,"1,999,980","66,666",2025-07-06
Scroll for Cape for MP 60%,"70,000","35,000",2025-07-05
Scroll for Cape for MP 60%,"135,000","45,000",2025-06-29
Scroll for Cape for MP 60%,"135,000","45,000",2025-06-29
Scroll for Cape for MP 60%,"50,000","50,000",2025-06-29
Scroll for Cape for MP 60%,"50,000","50,000",2025-06-29
Scroll for Cape for MP 60%,"50,000","50,000",2025-06-29
Scroll for Cape for MP 60%,"50,000","50,000",2025-06-29
Scroll for Cape for MP 60%,"499,995","99,999",2025-06-29
Scroll for Cape for MP 60%,"499,995","99,999",2025-06-29
Scroll for Cape for MP 60%,"111,111","111,111",2025-06-29
Scroll for Cape for MP 60%,"111,111","111,111",2025-06-29
Scroll for Cape for MP 60%,"30,000","30,000",2025-06-28
Scroll for Cape for MP 60%,"30,000","30,000",2025-06-28
Scroll for Cape for MP 60%,"100,000","50,000",2025-06-28
Scroll for Cape for MP 60%,"100,000","50,000",2025-06-28
Scroll for Cape for MP 60%,"77,777","77,777",2025-06-28
Scroll for Cape for MP 60%,"77,777","77,777",2025-06-28
Scroll for Cape for MP 60%:,"4,266,624","33,333",2025-07-06
Scroll for Cape for STR 10%,"10,888,878","777,777",2025-07-15
Scroll for Cape for STR 10%,"3,111,108","777,777",2025-07-15
Scroll for Cape for STR 10%,"1,599,998","799,999",2025-07-15
Scroll for Cape for STR 10%,"800,000","800,000",2025-07-15
Scroll for Cape for STR 10%,"799,999","799,999",2025-07-14
Scroll for Cape for STR 10%,"2,550,000","850,000",2025-07-14
Scroll for Cape for STR 10%,"989,999","989,999",2025-07-06
Scroll for Cape for STR 10%,"1,111,111","1,111,111",2025-07-06
Scroll for Cape for STR 10%,"1,999,999","1,999,999",2025-07-04
Scroll for Cape for STR 10%,"2,000,000","2,000,000",2025-07-04
Scroll for Cape for STR 10%,"119,999","119,999",2025-06-30
Scroll for Cape for STR 10%,"119,999","119,999",2025-06-30
Scroll for Cape for STR 10%,"1,222,222","1,222,222",2025-06-30
Scroll for Cape for STR 10%,"1,222,222","1,222,222",2025-06-30
Scroll for Cape for STR 10%,"1,234,567","1,234,567",2025-06-30
Scroll for Cape for STR 10%,"1,234,567","1,234,567",2025-06-30
Scroll for Cape for STR 10%,"1,333,333","1,333,333",2025-06-30
Scroll for Cape for STR 10%,"1,333,333","1,333,333",2025-06-30
Scroll for Cape for STR 10%-,"2,399,998","1,199,999",2025-07-06
Scroll for Cape for STR 100%,"89,999","89,999",2025-07-15
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-15
Scroll for Cape for STR 100%,"3,500,000","3,500,000",2025-07-15
Scroll for Cape for STR 100%,"10,599,894","66,666",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"7,000,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"3,500,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"3,500,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"3,500,000","3,500,000",2025-07-14
Scroll for Cape for STR 100%,"100,000","100,000",2025-07-05
Scroll for Cape for STR 100%,"625,000","125,000",2025-07-05
Scroll for Cape for STR 100%,"520,000","130,000",2025-07-05
Scroll for Cape for STR 100%,"88,888","88,888",2025-06-29
Scroll for Cape for STR 100%,"88,888","88,888",2025-06-29
Scroll for Cape for STR 100%,"199,998","99,999",2025-06-29
Scroll for Cape for STR 100%,"199,998","99,999",2025-06-29
Scroll for Cape for STR 100%,"199,998","99,999",2025-06-29
Scroll for Cape for STR 60%,"2,110,000","422,000",2025-06:30
Scroll for Cape for STR 60%,"2,110,000","422,000",2025-06:30
Scroll for Cape for STR 60%,"650,000","325,000",2025-07-15
Scroll for Cape for STR 60%,"650,000","325,000",2025-07-15
Scroll for Cape for STR 60%,"1,050,000","350,000",2025-07-15
Scroll for Cape for STR 60%,"1,050,000","350,000",2025-07-15
Scroll for Cape for STR 60%,"1,500,000","375,000",2025-07-15
Scroll for Cape for STR 60%,"1,985,000","397,000",2025-07-15
Scroll for Cape for STR 60%,"1,985,000","397,000",2025-07-15
Scroll for Cape for STR 60%,"1,588,000","397,000",2025-07-15
Scroll for Cape for STR 60%,"1,588,000","397,000",2025-07-15
Scroll for Cape for STR 60%,"399,999","399,999",2025-07-14
Scroll for Cape for STR 60%,"449,999","449,999",2025-07-13
Scroll for Cape for STR 60%,"975,998","487,999",2025-07-13
Scroll for Cape for STR 60%,"1,952,000","488,000",2025-07-13
Scroll for Cape for STR 60%,"488,000","488,000",2025-07-13
Scroll for Cape for STR 60%,"15,999,968","499,999",2025-07-12
Scroll for Cape for STR 60%,"6,999,986","499,999",2025-07-12
Scroll for Cape for STR 60%,"4,999,990","499,999",2025-07-12
Scroll for Cape for STR 60%,"533,333","533,333",2025-07-12
Scroll for Cape for STR 60%,"3,125,000","625,000",2025-07-07
Scroll for Cape for STR 60%,"3,220,000","644,000",2025-07-07
Scroll for Cape for STR 60%,"500,000","500,000",2025-07-06
Scroll for Cape for STR 60%,"3,244,440","648,888",2025-07-06
Scroll for Cape for STR 60%,"1,946,664","648,888",2025-07-06
Scroll for Cape for STR 60%,"1,300,000","650,000",2025-07-06
Scroll for Cape for STR 60%,"650,000","650,000",2025-07-06
Scroll for Cape for STR 60%,"666,666","666,666",2025-07-06
Scroll for Cape for STR 60%,"695,554","695,554",2025-07-06
Scroll for Cape for STR 60%,"695,555","695,555",2025-07-06
Scroll for Cape for STR 60%,"3,494,440","698,888",2025-07-06
Scroll for Cape for STR 60%,"2,096,664","698,888",2025-07-06
Scroll for Cape for STR 60%,"698,888","698,888",2025-07-06
Scroll for Cape for STR 60%,"1,400,000","700,000",2025-07-06
Scroll for Cape for STR 60%,"2,666,664","888,888",2025-07-03
Scroll for Cape for STR 60%,"1,149,999","1,149,999",2025-07-03
Scroll for Cape for STR 60%,"3,566,658","1,188,886",2025-07-03
Scroll for Cape for STR 60%,"2,399,998","1,199,999",2025-07-03
Scroll for Cape for STR 60%,"1,199,999","1,199,999",2025-07-03
Scroll for Cape for STR 60%,"6,444,440","1,288,888",2025-07-03
Scroll for Cape for STR 60%,"1,288,888","1,288,888",2025-07-03
Scroll for Cape for STR 60%,"1,188,888","2,188,888",2025-07-03
Scroll for Cape for STR 60%,"277,777","277,777",2025-06-30
Scroll for Cape for STR 60%,"277,777","277,777",2025-06-30
Scroll for Cape for STR 60%,"350,000","350,000",2025-06-30
Scroll for Cape for STR 60%,"350,000","350,000",2025-06-30
Scroll for Cape for STR 60%,"400,000","400,000",2025-06-30
Scroll for Cape for STR 60%,"400,000","400,000",2025-06-30
Scroll for Cape for STR 60%,"9,239,978","419,999",2025-06-30
Scroll for Cape for STR 60%,"9,239,978","419,999",2025-06-30
Scroll for Cape for STR 60%,"419,999","419,999",2025-06-30
Scroll for Cape for STR 60%,"419,999","419,999",2025-06-30
Scroll for Cape for STR 60%,"420,000","420,000",2025-06-30
Scroll for Cape for STR 60%,"420,000","420,000",2025-06-30
Scroll for Cape for STR 60%,"24,898,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"24,898,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"1,266,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"1,266,000","422,000",2025-06-30
Scroll for Cape for STR 60%,"500,000","250,000",2025-06-29
Scroll for Cape for STR 60%,"1,256,664","399,999",2025-06-29
Scroll for Cape for STR 60%,"410,000","410,000",2025-06-29
Scroll for Cape for STR 60%,"2,110,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"2,110,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"2,110,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"1,688,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"1,266,000","422,000",2025-06-29
Scroll for Cape for STR 60%,"1,688,888","422,222",2025-06-29
Scroll for Cape for STR 60%,"1,266,666","422,222",2025-06-29
Scroll for Cape for STR 60%,"2,628,000","438,000",2025-06-29
Scroll for Cape for STR 60%,"3,584,000","448,000",2025-06-29
Scroll for Cape for STR 60%,"1,350,000","450,000",2025-06-29
Scroll for Cape for STR 60%,"1,199,697","399,899",2025-06-28
Scroll for Cape for STR 60%,"877,776","438,888",2025-06-28
Scroll for Cape for STR 60%,"2,250,000","450,000",2025-06-28
Scroll for Cape for STR 60%,"2,250,000","450,000",2025-06-28
Scroll for Cape for STR 60%,"900,000","450,000",2025-06-28
Scroll for Cape for STR 60%,"23,004,000","852,000",2025-06-28
Scroll for Cape for STR 60%-,"697,777","697,777",2025-07-06
Scroll for Cape for STR 60%:,"1,588,000","397,000",2025-07-15
Scroll for Cape for STR 60%:,"2,222,220","444,444",2025-07-14
Scroll for Cape for STR 60%:,"1,947,000","649,000",2025-07-06
Scroll for Cape for STR 60%:,"1,400,000","700,000",2025-07-06
Scroll for Cape for Weapon Def 10%,"99,999","99,999",2025-07-03
Scroll for Cape for Weapon Def 10%,"99,999","99,999",2025-06-28
Scroll for Cape for Weapon Def 10%,"99,999","99,999",2025-06-28
Scroll for Cape for Weapon Def 10%,"135,000","135,000",2025-06-28
Scroll for Cape for Weapon Def 10%,"135,000","135,000",2025-06-28
Scroll for Cape for Weapon Def 10%,"600,000","150,000",2025-06-28
Scroll for Cape for Weapon Def 10%,"600,000","150,000",2025-06-28
Scroll for Cape for Weapon Def 60%,"222,220","44,444",2025-07-15
Scroll for Cape for Weapon Def 60%,"88,888","44,444",2025-07-14
Scroll for Cape for Weapon Def 60%,"250,000","50,000",2025-07-14
Scroll for Cape for Weapon Def 60%,"79,998","39,999",2025-07-12
Scroll for Cape for Weapon Def 60%,"225,000","45,000",2025-07-06
Scroll for Cape for Weapon Def 60%,"149,997","49,999",2025-07-03
Scroll for Cape for Weapon Def 60%,"2,749,975","109,999",2025-07-03
Scroll for Cape for Weapon Def 60%,"39,999","39,999",2025-06-29
Scroll for Cape for Weapon Def 60%,"39,999","39,999",2025-06-29
Scroll for Cape for Weapon Def 60%,"49,999","49,999",2025-06-29
Scroll for Cape for Weapon Def 60%,"49,999","49,999",2025-06-29
Scroll for Cape for Weapon Def 60%,"388,885","55,555",2025-06-29
Scroll for Cape for Weapon Def 60%,"388,885","55,555",2025-06-29
Scroll for Cape for Weapon Def 60%,"111,110","55,555",2025-06-29
Scroll for Cape for Weapon Def 60%,"111,110","55,555",2025-06-29
Scroll for Cape for Weapon Def 60%,"79,999","79,999",2025-06-29
Scroll for Cape for Weapon Def 60%,"79,999","79,999",2025-06-29
Scroll for Cape for Weapon Def 60%,"480,000","80,000",2025-06-29
Scroll for Cape for Weapon Def 60%,"480,000","80,000",2025-06-29
Scroll for Cape for Weapon Def 60%,"19,999","19,999",2025-06-28
Scroll for Cape for Weapon Def 60%,"19,999","19,999",2025-06-28
Scroll for Cape for Weapon Def 60%,"45,678","45,678",2025-06-28
Scroll for Cape for Weapon Def 60%,"45,678","45,678",2025-06-28
Scroll for Cape for Weapon Def 60%,"49,999","49,999",2025-06-28
Scroll for Cape for Weapon Def 60%,"49,999","49,999",2025-06-28
Scroll for Cape for Weapon Def 60%,"50,000","50,000",2025-06-28
Scroll for Cape for Weapon Def 60%,"50,000","50,000",2025-06-28
Scroll for Claw for ATT 10%,"1,499,999","1,499,999",2025-06:30
Scroll for Claw for ATT 10%,"1,499,999","1,499,999",2025-06:30
Scroll for Claw for ATT 10%,"1,500,000","1,500,000",2025-06:30
Scroll for Claw for ATT 10%,"1,500,000","1,500,000",2025-06:30
Scroll for Claw for ATT 10%,"1,500,000","1,500,000",2025-06:30
Scroll for Claw for ATT 10%,"1,500,000","1,500,000",2025-06:30
Scroll for Claw for ATT 10%,"19,450,000","1,350,000",2025-07-15
Scroll for Claw for ATT 10%,"13,999,995","1,555,555",2025-07-15
Scroll for Claw for ATT 10%,"13,999,995","1,555,555",2025-07-15
Scroll for Claw for ATT 10%,"1,400,000","1,400,000",2025-07-14
Scroll for Claw for ATT 10%,"1,400,000","1,400,000",2025-07-14
Scroll for Claw for ATT 10%,"1,455,555","1,455,555",2025-07-14
Scroll for Claw for ATT 10%,"2,997,998","1,498,999",2025-07-14
Scroll for Claw for ATT 10%,"4,499,997","1,499,999",2025-07-14
Scroll for Claw for ATT 10%,"4,500,000","1,500,000",2025-07-14
Scroll for Claw for ATT 10%,"1,288,888","1,288,888",2025-07-13
Scroll for Claw for ATT 10%,"1,299,999","1,299,999",2025-07-13
Scroll for Claw for ATT 10%,"1,300,000","1,300,000",2025-07-13
Scroll for Claw for ATT 10%,"1,300,000","1,300,000",2025-07-13
Scroll for Claw for ATT 10%,"1,333,333","1,333,333",2025-07-13
Scroll for Claw for ATT 10%,"1,388,888","1,388,888",2025-07-13
Scroll for Claw for ATT 10%,"1,400,000","1,400,000",2025-07-13
Scroll for Claw for ATT 10%,"1,400,000","1,400,000",2025-07-13
Scroll for Claw for ATT 10%,"1,400,000","1,400,000",2025-07-13
Scroll for Claw for ATT 10%,"1,411,111","1,411,111",2025-07-13
Scroll for Claw for ATT 10%,"1,444,443","1,444,443",2025-07-13
Scroll for Claw for ATT 10%,"2,888,888","1,444,444",2025-07-13
Scroll for Claw for ATT 10%,"2,777,776","1,388,888",2025-07-07
Scroll for Claw for ATT 10%,"1,399,999","1,399,999",2025-07-07
Scroll for Claw for ATT 10%,"5,299,998","1,766,666",2025-07-07
Scroll for Claw for ATT 10%,"1,766,666","1,766,666",2025-07-07
Scroll for Claw for ATT 10%,"1,898,888","1,898,888",2025-07-07
Scroll for Claw for ATT 10%,"3,799,998","1,899,999",2025-07-07
Scroll for Claw for ATT 10%,"1,299,999","1,299,999",2025-07-06
Scroll for Claw for ATT 10%,"1,349,999","1,349,999",2025-07-06
Scroll for Claw for ATT 10%,"1,350,000","1,350,000",2025-07-06
Scroll for Claw for ATT 10%,"1,350,000","1,350,000",2025-07-06
Scroll for Claw for ATT 10%,"1,350,000","1,350,000",2025-07-06
Scroll for Claw for ATT 10%,"1,378,888","1,378,888",2025-07-06
Scroll for Claw for ATT 10%,"2,799,998","1,399,999",2025-07-06
Scroll for Claw for ATT 10%,"1,399,999","1,399,999",2025-07-06
Scroll for Claw for ATT 10%,"1,399,999","1,399,999",2025-07-06
